"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-03","7.38","0.00","61","66","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-04","7.16","0.00","63","69","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-05","6.71","0.00","62","68","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-06","7.61","0.00","60","67","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-07","7.61","0.00","60","66","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-08","6.71","0.00","62","68","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-09","7.16","0.00","63","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-10","7.83","0.00","62","65","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-11","9.17","0.00","62","67","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-12","8.95","0.00","62","65","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-13","9.40","0.00","60","64","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-14","8.05","0.00","61","66","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-15","8.95","0.00","61","68","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-16","8.05","0.00","59","63","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-17","9.62","0.00","61","66","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-18","6.93","0.00","61","67","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-19","8.50","0.00","62","69","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-20","8.72","0.00","62","67","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-21","12.97","0.00","61","70","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-22","8.28","0.00","58","64","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-23","7.83","0.00","59","65","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-24","6.93","0.00","62","71","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-25","6.71","0.00","67","75","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-26","8.72","0.00","66","74","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-27","8.72","0.00","63","69","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-28","7.61","0.00","61","67","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-29","7.61","0.00","60","67","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-30","6.49","0.00","61","67","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-05-31","7.16","0.00","62","68","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-01","7.61","0.00","62","66","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-02","7.61","0.00","59","63","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-03","8.05","0.00","61","68","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-04","6.93","0.00","63","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-05","7.83","0.00","63","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-06","7.38","0.00","63","69","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-07","7.61","0.00","62","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-08","8.72","0.00","63","70","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-09","11.63","0.00","63","70","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-10","10.29","0.00","63","71","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-11","6.71","0.00","64","72","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-12","6.49","0.00","66","74","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-13","9.40","0.00","65","72","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-14","7.83","0.00","66","74","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-15","6.04","0.00","69","79","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-16","6.93","0.00","70","80","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-17","6.26","0.00","68","74","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-18","7.38","0.00","66","71","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-19","7.38","0.00","65","69","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-20","7.61","0.00","63","69","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-21","9.84","0.00","65","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-22","9.62","0.00","64","70","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-23","10.07","0.00","65","71","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-24","10.51","0.00","64","69","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-25","7.61","0.00","64","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-26","8.05","0.00","65","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-27","6.93","0.00","66","71","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-28","7.16","0.00","67","72","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-29","6.71","0.00","68","74","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-06-30","6.71","0.00","67","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-01","8.95","0.00","67","73","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-02","7.38","0.00","66","70","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-03","8.95","0.00","65","70","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-04","8.95","0.00","66","71","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-05","8.72","0.00","64","70","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-06","7.38","0.00","65","72","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-07","7.16","0.00","66","71","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-08","6.71","0.00","68","74","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-09","8.05","0.00","70","75","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-10","6.93","0.00","70","77","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-11","6.93","0.00","69","77","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-12","7.61","0.00","70","75","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-13","8.28","0.00","69","74","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-14","7.38","0.00","69","76","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-15","8.28","0.00","69","76","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-16","8.50","0.00","68","73","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-17","8.05","0.00","68","75","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-18","8.72","0.00","69","79","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-19","8.28","0.00","71","76","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-20","8.05","0.00","69","74","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-21","7.83","0.00","69","78","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-22","6.71","0.00","71","77","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-23","7.61","0.00","70","76","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-24","7.83","0.00","68","73","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-25","8.28","0.00","67","73","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-26","8.50","0.12","67","73","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-27","10.96","0.00","66","70","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-28","8.95","0.00","67","72","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-29","8.95","0.00","67","72","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-30","9.17","0.00","65","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-07-31","9.40","0.00","65","69","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-01","8.05","0.00","67","74","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-02","7.61","0.00","68","78","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-03","7.83","0.00","68","75","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-04","8.28","0.00","67","73","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-05","6.71","0.00","68","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-06","7.83","0.00","68","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-07","8.05","0.00","67","74","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-08","7.16","0.00","67","72","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-09","8.28","0.00","67","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-10","8.95","0.00","67","73","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-11","7.83","0.00","68","76","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-12","7.16","0.00","71","79","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-13","6.93","0.00","71","80","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-14","8.95","0.00","69","75","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-15","7.61","0.00","69","76","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-16","7.16","0.00","71","79","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-17","7.61","0.00","72","78","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-18","8.28","0.02","72","76","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-19","9.84","0.00","71","78","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-20","9.62","0.00","70","76","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-21","8.72","0.00","69","75","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-22","9.62","0.00","69","74","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-23","8.05","0.00","69","76","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-24","10.07","0.00","68","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-25","8.05","0.00","68","75","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-26","7.16","0.00","71","79","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-27","7.38","0.00","69","77","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-28","7.38","0.00","66","72","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-29","9.62","0.00","65","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-30","6.71","0.00","67","73","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-08-31","6.93","0.00","67","72","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-01","8.28","0.00","69","76","66"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-02","9.17","0.00","69","75","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-03","7.16","0.00","66","71","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-04","6.71","0.00","68","77","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-05","7.61","0.00","70","82","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-06","7.38","0.00","73","80","68"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-07","7.16","0.00","72","78","67"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-08","8.95","0.00","69","76","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-09","8.50","0.00","68","87","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-10","8.28","0.00","68","74","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-11","8.05","0.00","71","80","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-12","8.72","0.00","69","74","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-13","6.93","0.00","64","69","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-14","6.49","0.00","64","72","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-15","8.72","0.00","65","70","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-16","8.50","0.00","65","71","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-17","7.38","0.00","65","72","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-18","9.40","0.00","65","71","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-19","5.82","0.00","65","71","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-20","6.49","0.00","68","79","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-21","6.93","0.00","71","82","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-22","8.95","0.00","71","77","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-23","8.05","0.00","68","71","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-24","7.61","0.00","64","70","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-25","9.17","0.00","65","69","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-26","5.82","0.00","64","67","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-27","5.82","0.00","64","68","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-28","7.38","0.00","66","71","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-29","6.71","0.00","66","72","61"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-09-30","5.37","0.00","68","80","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-01","6.93","0.00","71","88","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-02","6.49","0.00","69","83","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-03","6.49","0.00","73","89","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-04","6.93","0.03","72","83","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-05","10.07","0.02","71","77","65"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-06","7.38","0.00","67","71","63"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-07","6.26","0.00","66","69","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-08","9.40","0.01","65","69","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-09","6.93","0.00","64","70","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-10","6.26","0.00","65","76","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-11","10.07","0.00","64","70","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-12","9.84","0.00","65","71","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-13","6.93","0.00","62","71","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-14","6.04","0.00","62","73","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-15","5.59","0.00","69","89","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-16","5.82","0.00","73","89","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-17","7.83","0.00","66","72","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-18","9.17","0.00","62","66","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-19","7.16","0.00","60","67","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-20","6.26","0.00","61","68","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-21","6.04","0.00","61","71","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-22","6.04","0.00","60","65","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-23","6.26","0.01","63","68","60"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-24","6.49","0.00","62","69","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-25","8.95","0.39","61","63","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-26","6.71","0.00","60","68","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-27","4.92","0.00","64","80","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-28","5.59","0.00","70","86","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-29","5.82","0.00","70","78","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-30","6.04","0.00","62","69","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-10-31","5.82","0.00","62","66","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-01","7.16","0.00","59","64","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-02","5.82","0.00","60","65","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-03","4.92","0.00","60","65","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-04","5.37","0.00","60","64","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-05","5.37","0.00","59","66","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-06","5.82","0.00","59","62","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-07","5.37","0.00","58","62","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-08","6.04","0.00","60","68","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-09","7.38","0.00","61","66","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-10","5.14","0.00","62","71","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-11","2.91","0.00","68","84","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-12","3.80","0.00","75","91","62"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-13","4.92","0.00","77","91","64"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-14","6.26","0.00","71","86","59"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-15","5.14","0.00","66","76","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-16","5.37","0.00","59","63","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-17","6.49","0.00","60","66","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-18","5.59","0.00","59","64","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-19","5.82","0.00","60","65","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-20","3.80","0.00","59","62","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-21","3.13","0.00","64","88","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-22","6.49","0.00","73","85","57"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-23","6.04","0.00","67","71","58"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-24","6.49","0.00","61","71","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-25","3.80","0.00","65","77","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-26","4.47","0.00","64","76","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-27","5.37","0.00","63","78","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-28","5.37","0.00","61","71","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-29","3.58","0.00","61","73","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-11-30","3.80","0.00","58","61","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-01","5.37","0.00","57","66","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-02","4.03","0.00","56","62","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-03","6.71","0.00","57","61","55"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-04","5.82","0.00","58","62","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-05","3.58","0.00","57","63","51"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-06","4.92","0.00","56","64","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-07","4.92","0.01","60","65","56"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-08","6.49","0.00","59","66","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-09","11.41","0.03","58","59","54"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-10","4.92","0.00","56","64","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-11","6.04","0.00","57","70","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-12","5.82","0.00","55","63","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-13","6.93","0.00","54","61","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-14","15.21","1.29","56","61","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-15","5.37","0.00","49","57","40"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-16","5.59","0.11","50","57","42"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-17","4.25","0.00","55","65","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-18","5.37","0.00","57","69","46"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-19","4.03","0.00","54","64","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-20","4.03","0.00","53","65","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-21","4.25","0.00","58","69","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-22","4.25","0.00","57","65","50"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-23","10.51","1.48","57","58","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-24","9.17","0.31","56","61","53"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-25","7.38","0.21","55","57","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-26","9.17","0.17","53","58","48"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-27","10.51","0.29","50","55","44"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-28","7.61","0.02","52","55","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-29","6.93","1.20","50","56","45"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-30","9.84","3.12","53","56","52"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2021-12-31","7.61","0.00","55","59","47"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","2022-01-01","6.26","0.00","55","61","49"
